0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
310.0,490.0,35.0,585.0,331.0,198.0,10.0,82.0,0.0
5.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0
0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
12.0,52.0,19.0,36.0,27.0,14.0,2.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184.0,629.0,58.0,645.0,348.0,78.0,6.0,1.0,0.0
19.0,103.0,1.0,102.0,49.0,16.0,3.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33.0,54.0,3.0,105.0,30.0,25.0,0.0,1.0,0.0
0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87.0,416.0,26.0,412.0,81.0,21.0,1.0,29.0,0.0
13.0,66.0,0.0,45.0,9.0,0.0,0.0,0.0,0.0
1.0,18.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1.0,20.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
260.0,580.0,65.0,971.0,401.0,164.0,27.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0
171.0,932.0,74.0,730.0,263.0,68.0,25.0,5.0,0.0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,36.0,1.0,18.0,3.0,2.0,2.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,88.0,11.0,56.0,22.0,9.0,2.0,53.0,0.0
0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,108.0,13.0,96.0,31.0,14.0,2.0,12.0,0.0
11.0,20.0,1.0,36.0,9.0,1.0,2.0,0.0,0.0
505.0,847.0,27.0,869.0,542.0,145.0,21.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,13.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,302.0,6.0,221.0,67.0,46.0,9.0,256.0,0.0
17.0,126.0,0.0,47.0,26.0,23.0,0.0,0.0,0.0
18.0,227.0,0.0,50.0,12.0,3.0,0.0,0.0,1.0
1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1.0,60.0,0.0,28.0,7.0,0.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475.0,284.0,9.0,735.0,623.0,412.0,17.0,40.0,0.0
15.0,70.0,1.0,46.0,19.0,10.0,2.0,9.0,0.0
457.0,282.0,28.0,683.0,478.0,152.0,13.0,3.0,0.0
0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
495.0,1180.0,457.0,1447.0,1016.0,945.0,26.0,1.0,0.0
